run	bioproject	Gbp	library_strategy	library_selection	model	sample_name	taxon_name	experiment_accession	experiment_title	library_name	library_source	submitter	study_accession	study_alias	study_centre_project_name	organisation	organisation_department	organisation_institution	organisation_street	organisation_city	organisation_country	organisation_contact_name	organisation_contact_email	sample_description	sample_alias	sample_accession	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	INSDC center name	INSDC first public	INSDC last update	INSDC status	Submitter Id	collection date	environment (biome)	environment (feature)	environment (material)	geographic location (country and/or sea)	geographic location (depth)	geographic location (elevation)	geographic location (latitude)	geographic location (longitude)	investigation type	project name	sample name	scientific_name	sequencing method	soil environmental package	study_title	design_description	study_abstract	study_links	number_of_runs_for_sample	spots	bases	run_size	published	read1_length_average	read1_length_stdev	read2_length_average	read2_length_stdev
ERR1877891	PRJEB18701	0.366	WGS	RANDOM	Illumina HiSeq 2500	S107	soil metagenome	ERX1938416	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892513	ERS1581681	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	SAMEA103892513	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	public	S107	2014/2015	Boreal_forests	-	soil	China	0	0	42.06022	128.26089	metagenome	18S metabarcoding data of global soil samples	S107	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	728530	365722060	216096004	2018-07-04 10:41:41	251	0	251	0
ERR1877892	PRJEB18701	0.414	WGS	RANDOM	Illumina HiSeq 2500	S069	soil metagenome	ERX1938417	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892606	ERS1581774	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	SAMEA103892606	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	public	S069	2014/2015	Moist_tropical_forests	-	soil	Cameroon	0	0	3.35357	12.7251	metagenome	18S metabarcoding data of global soil samples	S069	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	824682	413990364	223839830	2018-07-04 10:41:41	251	0	251	0
ERR1877893	PRJEB18701	0.782	WGS	RANDOM	Illumina HiSeq 2500	S171	soil metagenome	ERX1938418	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892542	ERS1581710	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	SAMEA103892542	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	public	S171	2014/2015	Southern_temperate_forests	-	soil	New Zealand	0	0	-42.30237935	172.1041386	metagenome	18S metabarcoding data of global soil samples	S171	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1558694	782464388	435876853	2018-07-04 10:41:41	251	0	251	0
ERR1877894	PRJEB18701	0.469	WGS	RANDOM	Illumina HiSeq 2500	G2788	soil metagenome	ERX1938419	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892479	ERS1581647	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892479	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2788	2014/2015	Temperate_deciduous_forests	-	soil	Estonia	0	0	58.30223	22.0958	metagenome	18S metabarcoding data of global soil samples	G2788	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	933796	468765592	273361013	2018-07-04 10:41:42	251	0	251	0
ERR1877895	PRJEB18701	1.037	WGS	RANDOM	Illumina HiSeq 2500	G2700	soil metagenome	ERX1938420	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892464	ERS1581632	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892464	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2700	2014/2015	Grasslands_and_shrublands	-	soil	Papua New Guinea	0	0	-5.79035	145.05771	metagenome	18S metabarcoding data of global soil samples	G2700	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	2066569	1037417638	589581828	2018-07-04 10:41:42	251	0	251	0
ERR1877896	PRJEB18701	2.008	WGS	RANDOM	Illumina HiSeq 2500	G2700	soil metagenome	ERX1938421	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892464	ERS1581632	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892464	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2700	2014/2015	Grasslands_and_shrublands	-	soil	Papua New Guinea	0	0	-5.79035	145.05771	metagenome	18S metabarcoding data of global soil samples	G2700	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	4000000	2008000000	1157272561	2018-07-04 10:41:42	251	0	251	0
ERR1877897	PRJEB18701	0.618	WGS	RANDOM	Illumina HiSeq 2500	G2700	soil metagenome	ERX1938422	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892464	ERS1581632	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892464	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2700	2014/2015	Grasslands_and_shrublands	-	soil	Papua New Guinea	0	0	-5.79035	145.05771	metagenome	18S metabarcoding data of global soil samples	G2700	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1230780	617851560	356946321	2018-07-04 10:41:42	251	0	251	0
ERR1877898	PRJEB18701	2.008	WGS	RANDOM	Illumina HiSeq 2500	G2700	soil metagenome	ERX1938423	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892464	ERS1581632	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892464	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2700	2014/2015	Grasslands_and_shrublands	-	soil	Papua New Guinea	0	0	-5.79035	145.05771	metagenome	18S metabarcoding data of global soil samples	G2700	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	4000000	2008000000	1135817601	2018-07-04 10:41:42	251	0	251	0
ERR1877899	PRJEB18701	1.345	WGS	RANDOM	Illumina HiSeq 2500	G2661	soil metagenome	ERX1938424	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892459	ERS1581627	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892459	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2661	2014/2015	Moist_tropical_forests	-	soil	Papua New Guinea	0	0	-6.63903	146.90886	metagenome	18S metabarcoding data of global soil samples	G2661	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	2679205	1344960910	773278296	2018-07-04 10:41:42	251	0	251	0
ERR1877900	PRJEB18701	2.008	WGS	RANDOM	Illumina HiSeq 2500	G2661	soil metagenome	ERX1938425	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892459	ERS1581627	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892459	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2661	2014/2015	Moist_tropical_forests	-	soil	Papua New Guinea	0	0	-6.63903	146.90886	metagenome	18S metabarcoding data of global soil samples	G2661	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	4000000	2008000000	1170656271	2018-07-04 10:41:42	251	0	251	0
ERR1877901	PRJEB18701	0.447	WGS	RANDOM	Illumina HiSeq 2500	G2661	soil metagenome	ERX1938426	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892459	ERS1581627	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892459	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2661	2014/2015	Moist_tropical_forests	-	soil	Papua New Guinea	0	0	-6.63903	146.90886	metagenome	18S metabarcoding data of global soil samples	G2661	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	891076	447320152	263853424	2018-07-04 10:41:42	251	0	251	0
ERR1877902	PRJEB18701	2.008	WGS	RANDOM	Illumina HiSeq 2500	G2661	soil metagenome	ERX1938427	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892459	ERS1581627	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892459	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2661	2014/2015	Moist_tropical_forests	-	soil	Papua New Guinea	0	0	-6.63903	146.90886	metagenome	18S metabarcoding data of global soil samples	G2661	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	4000000	2008000000	1158602771	2018-07-04 10:41:42	251	0	251	0
ERR1877903	PRJEB18701	0.549	WGS	RANDOM	Illumina HiSeq 2500	S168	soil metagenome	ERX1938428	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892540	ERS1581708	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	SAMEA103892540	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	public	S168	2014/2015	Southern_temperate_forests	-	soil	New Zealand	0	0	-43.1805	172.2229	metagenome	18S metabarcoding data of global soil samples	S168	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1093062	548717124	314490813	2018-07-04 10:41:42	251	0	251	0
ERR1877904	PRJEB18701	0.485	WGS	RANDOM	Illumina HiSeq 2500	S251	soil metagenome	ERX1938429	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892577	ERS1581745	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	SAMEA103892577	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	public	S251	2014/2015	Moist_tropical_forests	-	soil	France	0	0	4.553583	-52.209222	metagenome	18S metabarcoding data of global soil samples	S251	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	966839	485353178	286617419	2018-07-04 10:41:42	251	0	251	0
ERR1877905	PRJEB18701	0.549	WGS	RANDOM	Illumina HiSeq 2500	G2757X	soil metagenome	ERX1938430	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892476	ERS1581644	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892476	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2757X	2014/2015	Temperate_coniferous_forests	-	soil	Estonia	0	0	58.01829	22.17463	metagenome	18S metabarcoding data of global soil samples	G2757X	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1092668	548519336	324560802	2018-07-04 10:41:42	251	0	251	0
